"","age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb","ageC","educ.diff","wifeduc_comp"
"485",28,"18-29","High school",12,10,45,"High school","More than 10",15,"Male",-1,"Yahoo",6,"Yes","Yes","Yes","Yes",5,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","DULL","$17500 TO 19999",12,12,"NEVER MARRIED","YES","NAP","STOP WORKING","VERY SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SCORPIO",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA,-18.6363636363636,NA,13.2845659163987
"486",77,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","$10000 TO 12499",3,3,"WIDOWED","YES","CLINTON","NAP",NA,7,"NAP","NAP","VOTED","KEEPING HOUSE","AQUARIUS",11250,-2,NA,NA,NA,NA,NA,NA,NA,NA,30.3636363636364,NA,13.2845659163987
"487",44,"40-49","High school",12,5,37,"High school","4+ to 10 hours",10,"Female",-1,"Not applicable",5,"Yes","Yes","Yes","Yes",5,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","NAP","$17500 TO 19999",12,97,"NEVER MARRIED","YES","NAP","NAP","A LITTLE DISSAT",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","PISCES",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA,-2.63636363636363,NA,13.2845659163987
"488",82,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","EXCITING","REFUSED",12,6,"WIDOWED","NAP","NAP","NAP","NAP",3,"NAP","NAP","DID NOT VOTE","RETIRED","CANCER",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,35.3636363636364,NA,13.2845659163987
"489",37,"30-39","High school",10,0.5,-1,"High school","4+ to 10 hours",5.5,"Male",-1,"Yahoo",4,"Yes","Yes","Yes","Yes",5,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","NAP","$15000 TO 17499",16,97,"SEPARATED","YES","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","ARIES",16250,16250,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
"490",50,"50-59","High school",16,-3,37,"High school","Not available",-3,"Female",66,"Not available",0,"Yes","No answer","No answer","No answer",-3,"PRETTY HAPPY","PRETTY HAPPY",10,"$10000 TO 12499","EXCITING","$50000 TO 59999",16,16,"MARRIED",NA,"CLINTON","CONTINUE WORKING","VERY SATISFIED",3,"LT HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",55000,11250,10,16,66,37,"Yes","Yes",1,1,3.36363636363637,6,16
"491",50,"50-59","High school",16,-1,70,"High school","Not Internet user",-1,"Male",-1,"Not applicable",4,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$30000 TO 34999","NAP","$35000 TO 39999",19,19,"DIVORCED","YES","NAP","NAP","MOD. SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","PISCES",37500,32500,NA,NA,NA,NA,NA,NA,NA,NA,3.36363636363637,NA,13.2845659163987
"492",68,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"NAP","EXCITING","$35000 TO 39999",8,3,"MARRIED","YES","CLINTON","NAP","NAP",3,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","AQUARIUS",37500,-2,12,12,NA,NA,"No","No",0,0,21.3636363636364,0,12
"493",28,"18-29","High school",15,20,40,"High school","More than 10",30,"Female",40,"Netscape",-1,"Yes","Yes","Yes","Yes",10,"VERY HAPPY","VERY HAPPY",14,"$35000 TO 39999","EXCITING","$40000 TO 49999",12,12,"MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",4,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",45000,37500,14,15,40,40,"Yes","Yes",1,1,-18.6363636363636,1,15
"494",37,"30-39","High school",12,-2,60,"High school","Not available",-2,"Male",-1,"Excite",2,"Yes","No answer","Yes","Yes",10,"NAP","VERY HAPPY",97,"$60000 TO 74999","NAP","$60000 TO 74999",17,17,"DIVORCED","NO","CLINTON","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
"495",28,"18-29","High school",14,-1,40,"High school","Not Internet user",-1,"Male",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",14,"$40000 TO 49999","NAP","$40000 TO 49999",14,16,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",2,"JUNIOR COLLEGE","KEEPING HOUSE","VOTED","WORKING FULLTIME","TAURUS",45000,45000,14,14,40,NA,"Yes","No",0,1,-18.6363636363636,0,14
"496",45,"40-49","High school",12,8,40,"High school","More than 10",16,"Female",48,"Not applicable",4,"Yes","Yes","Yes","Yes",8,"VERY HAPPY","PRETTY HAPPY",12,"$25000 TO 29999","ROUTINE","$50000 TO 59999",6,98,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SCORPIO",55000,27500,12,12,48,40,"Yes","Yes",1,1,-1.63636363636363,0,12
"497",48,"40-49","High school",10,0,40,"High school","1+ to  4 hours",4,"Male",-1,"Yahoo",2,"Yes","No","Yes","Yes",4,"NAP","PRETTY HAPPY",97,"REFUSED","EXCITING","REFUSED",9,10,"DIVORCED","YES","NAP","STOP WORKING","MOD. SATISFIED",7,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CANCER",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,1.36363636363637,NA,13.2845659163987
"498",37,"30-39","High school",14,2,49,"High school","4+ to 10 hours",9,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",7,"NAP","PRETTY HAPPY",97,"$35000 TO 39999","EXCITING","$35000 TO 39999",12,12,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","VERY DISSATISFIED",7,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME",NA,37500,37500,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
"499",34,"30-39","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"UNDER $1 000","DULL","$6 000 TO 6 999",14,12,"DIVORCED","YES","DOLE","NAP","MOD. SATISFIED",7,"NAP","NAP","VOTED","KEEPING HOUSE","AQUARIUS",6500,500,NA,NA,NA,NA,NA,NA,NA,NA,-12.6363636363636,NA,13.2845659163987
"500",56,"50-59","High school",12,3,40,"High school","4+ to 10 hours",7,"Male",56,"Yahoo",-1,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",13,"$40000 TO 49999","EXCITING","$110000 OR OVER",12,8,"MARRIED","NAP","DOLE","STOP WORKING","MOD. SATISFIED",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",110000,45000,12,13,40,56,"Yes","Yes",1,1,9.36363636363637,1,13
"501",34,"30-39","High school",13,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",0,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$7 000 TO 7 999","NAP","$12500 TO 14999",16,16,"NEVER MARRIED","YES","DOLE","NAP","MOD. SATISFIED",1,"NAP","NAP","VOTED","UNEMPL, LAID OFF","LEO",13750,7500,NA,NA,NA,NA,NA,NA,NA,NA,-12.6363636363636,NA,13.2845659163987
"502",54,"50-59","High school",13,3,40,"High school","More than 10",13,"Female",40,"Not applicable",2,"Yes","Yes","Yes","Yes",10,"PRETTY HAPPY","PRETTY HAPPY",14,"$20000 TO 22499","NAP","$50000 TO 59999",8,97,"MARRIED","DK","CLINTON","NAP","MOD. SATISFIED",8,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","SCORPIO",55000,21250,14,13,40,40,"Yes","Yes",1,1,7.36363636363637,-1,13
"503",24,"18-29","High school",12,2,-1,"High school","1+ to  4 hours",3,"Male",30,"Not applicable",-1,"Yes","Yes","Yes","Yes",1,"NOT TOO HAPPY","PRETTY HAPPY",8,NA,"ROUTINE","$35000 TO 39999",97,97,"MARRIED","NAP","NAP","NAP","VERY SATISFIED",7,"LT HIGH SCHOOL","WORKING PARTTIME","DID NOT VOTE","KEEPING HOUSE","CANCER",37500,-2,12,8,NA,30,"No","No",0,0,-22.6363636363636,-4,8
"504",28,"18-29","High school",13,-1,64,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","EXCITING","$17500 TO 19999",12,97,"DIVORCED","NAP","NAP","CONTINUE WORKING","A LITTLE DISSAT",8,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","AQUARIUS",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA,-18.6363636363636,NA,13.2845659163987
"505",38,"30-39","High school",12,0.5,60,"High school","One hour or less",0.5,"Male",-1,"Not applicable",2,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$60000 TO 74999","ROUTINE","$60000 TO 74999",12,10,"NEVER MARRIED","YES","NAP","STOP WORKING","MOD. SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA,-8.63636363636363,NA,13.2845659163987
"506",37,"30-39","High school",13,1,50,"High school","1+ to  4 hours",3,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$30000 TO 34999","NAP","$30000 TO 34999",9,10,"NEVER MARRIED","NO","NAP","NAP","VERY SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
"507",43,"40-49","High school",13,-3,-1,"High school","Not available",-3,"Female",40,"Not available",4,"Yes","No answer","No answer","No answer",-3,"PRETTY HAPPY","PRETTY HAPPY",12,"NAP","ROUTINE","$35000 TO 39999",11,6,"MARRIED","YES","CLINTON","STOP WORKING","A LITTLE DISSAT",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","TEMP NOT WORKING","TAURUS",37500,-2,12,13,40,NA,"Yes","No",0,1,-3.63636363636363,1,13
"508",36,"30-39","High school",13,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","EXCITING","$17500 TO 19999",10,97,"DIVORCED","NAP","NAP","CONTINUE WORKING","VERY DISSATISFIED",5,"NAP","NAP","DONT KNOW/REMMBR","WORKING FULLTIME","CAPRICORN",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA,-10.6363636363636,NA,13.2845659163987
"509",60,"60-89","High school",12,-1,45,"High school","Not Internet user",-1,"Male",45,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",14,"$40000 TO 49999","EXCITING","$90000 - $109999",12,97,"MARRIED","DK","PEROT","CONTINUE WORKING","VERY SATISFIED",0,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",1e+05,45000,12,14,45,45,"Yes","Yes",1,1,13.3636363636364,2,14
"510",60,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$17500 TO 19999",7,9,"WIDOWED","NAP","CLINTON","NAP","NAP",4,"NAP","NAP","VOTED","RETIRED","AQUARIUS",18750,-2,NA,NA,NA,NA,NA,NA,NA,NA,13.3636363636364,NA,13.2845659163987
"511",25,"18-29","High school",14,1,40,"High school","More than 10",11,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",10,"NAP","VERY HAPPY",97,"$40000 TO 49999","EXCITING","$40000 TO 49999",97,12,"DIVORCED","DK","CLINTON","STOP WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA,-21.6363636363636,NA,13.2845659163987
"512",69,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",20,"Not applicable",8,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",8,"NAP","EXCITING","$15000 TO 17499",12,6,"MARRIED","YES","CLINTON","NAP","NAP",6,"LT HIGH SCHOOL","WORKING PARTTIME","VOTED","RETIRED","SCORPIO",16250,-2,8,12,20,NA,"No","No",0,0,22.3636363636364,4,12
"513",33,"30-39","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",40,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","ROUTINE","$30000 TO 34999",12,97,"MARRIED","DK","NAP","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","SAGITTARIUS",32500,-2,12,12,40,NA,"Yes","No",0,1,-13.6363636363636,0,12
"514",32,"30-39","High school",12,0,40,"High school","1+ to  4 hours",2,"Male",-1,"Not available",3,"Yes","No","Yes","Yes",2,"NAP","VERY HAPPY",97,"REFUSED","NAP","DK",14,97,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",0,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,-14.6363636363636,NA,13.2845659163987
"515",39,"30-39","High school",12,-1,55,"High school","Not Internet user",-1,"Male",40,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"$10000 TO 12499","ROUTINE","$40000 TO 49999",98,98,"MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CANCER",45000,11250,12,12,55,40,"Yes","Yes",1,1,-7.63636363636363,0,12
"516",72,"60-89","High school",14,1,-1,"High school","1+ to  4 hours",4,"Female",-1,"Not applicable",-1,"No","Yes","Yes","Yes",3,"NAP","VERY HAPPY",97,"NAP","EXCITING","$40000 TO 49999",5,5,"WIDOWED","NAP","DOLE","NAP","VERY SATISFIED",3,"NAP","NAP","VOTED","KEEPING HOUSE","GEMINI",45000,-2,NA,NA,NA,NA,NA,NA,NA,NA,25.3636363636364,NA,13.2845659163987
"517",76,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",5,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"NAP","NAP","REFUSED",98,97,"MARRIED","YES","CLINTON","NAP",NA,3,"LT HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","PISCES",-1,-2,10,12,NA,NA,"No","No",0,0,29.3636363636364,2,12
"518",40,"40-49","High school",13,-1,25,"High school","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$12500 TO 14999","DULL","$17500 TO 19999",98,12,"DIVORCED","YES","NAP","STOP WORKING","VERY DISSATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LIBRA",18750,13750,NA,NA,NA,NA,NA,NA,NA,NA,-6.63636363636363,NA,13.2845659163987
"519",25,"18-29","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","EXCITING","$17500 TO 19999",11,97,"NEVER MARRIED","YES","CLINTON","NAP","VERY SATISFIED",6,"NAP","NAP","VOTED","KEEPING HOUSE","VIRGO",18750,-2,NA,NA,NA,NA,NA,NA,NA,NA,-21.6363636363636,NA,13.2845659163987
"520",62,"60-89","High school",12,-1,64,"High school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"$90000- $109999","ROUTINE","$90000 - $109999",12,12,"MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",0,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","GEMINI",1e+05,1e+05,12,12,64,NA,"Yes","No",0,1,15.3636363636364,0,12
"521",32,"30-39","High school",13,7,-1,"High school","Not available",-2,"Female",-1,"Not available",-1,"Yes","Yes","Yes","No answer",-2,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","EXCITING","$22500 TO 24999",13,97,"NEVER MARRIED","NAP","CLINTON","NAP","NAP",4,"NAP","NAP","VOTED","SCHOOL","CAPRICORN",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA,-14.6363636363636,NA,13.2845659163987
"522",45,"40-49","High school",14,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",5,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","EXCITING","$40000 TO 49999",8,98,"DIVORCED","YES","CLINTON","STOP WORKING","MOD. SATISFIED",10,"NAP","NAP","VOTED","WORKING FULLTIME","SCORPIO",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA,-1.63636363636363,NA,13.2845659163987
"523",24,"18-29","High school",14,-1,-1,"High school","Not Internet user",-1,"Female",45,"Not applicable",5,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","NAP","$10000 TO 12499",99,97,"MARRIED","YES","NAP","NAP","NAP",20,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","SCHOOL","VIRGO",11250,-2,12,14,45,NA,"Yes","No",0,1,-22.6363636363636,2,14
"524",29,"18-29","High school",13,-1,40,"High school","Not Internet user",-1,"Female",65,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"$30000 TO 34999","ROUTINE","$60000 TO 74999",15,12,"MARRIED","NO","CLINTON","CONTINUE WORKING","MOD. SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","CAPRICORN",67500,32500,12,13,65,40,"Yes","Yes",1,1,-17.6363636363636,1,13
"525",20,"18-29","High school",10,-1,15,"High school","Not Internet user",-1,"Female",40,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","NAP","$10000 TO 12499",97,97,"MARRIED","YES","NAP","NAP","MOD. SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","INELIGIBLE","WORKING PARTTIME","ARIES",11250,-2,12,10,40,15,"Yes","No",0,1,-26.6363636363636,-2,10
"526",44,"40-49","High school",15,0,40,"High school","One hour or less",1,"Male",40,"Explorer",-1,"Yes","No","Yes","Yes",1,"PRETTY HAPPY","PRETTY HAPPY",8,"$35000 TO 39999","ROUTINE","$50000 TO 59999",12,6,"MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",3,"LT HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LIBRA",55000,37500,15,8,40,40,"Yes","Yes",1,1,-2.63636363636363,-7,8
"527",54,"50-59","High school",12,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","ROUTINE","$12500 TO 14999",8,98,"DIVORCED","NAP","NAP","STOP WORKING","A LITTLE DISSAT",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","VIRGO",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA,7.36363636363637,NA,13.2845659163987
"528",21,"18-29","High school",12,0.333333333333333,40,"High school","1+ to  4 hours",3.33333333333333,"Female",-1,"Not applicable",1,"Yes","Yes","Yes","Yes",3,"NAP","PRETTY HAPPY",97,"NAP","EXCITING","UNDER $1 000",18,16,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",6,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","ARIES",500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-25.6363636363636,NA,13.2845659163987
"529",46,"40-49","High school",12,-1,40,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","ROUTINE","$12500 TO 14999",98,97,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",5,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA,-0.636363636363633,NA,13.2845659163987
"530",64,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE",NA,6,98,"WIDOWED","YES","DOLE","NAP",NA,2,"NAP","NAP","VOTED","KEEPING HOUSE","CAPRICORN",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,17.3636363636364,NA,13.2845659163987
"531",66,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE",NA,98,12,"DIVORCED","YES","NAP","NAP","NAP",3,"NAP","NAP","DID NOT VOTE","OTHER","CAPRICORN",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,19.3636363636364,NA,13.2845659163987
"532",20,"18-29","High school",12,-1,30,"High school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$4 000 TO 4 999","NAP","$22500 TO 24999",16,97,"NEVER MARRIED","YES","NAP","NAP","A LITTLE DISSAT",2,"NAP","NAP","INELIGIBLE","WORKING PARTTIME","TAURUS",23750,4500,NA,NA,NA,NA,NA,NA,NA,NA,-26.6363636363636,NA,13.2845659163987
"533",32,"30-39","High school",12,0,40,"High school","One hour or less",0.166666666666667,"Male",40,"Not applicable",3,"Yes","No","Yes","Yes",0.166666666666667,"PRETTY HAPPY","PRETTY HAPPY",12,"$35000 TO 39999","ROUTINE","$60000 TO 74999",97,18,"MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","SCORPIO",67500,37500,12,12,40,40,"Yes","Yes",1,1,-14.6363636363636,0,12
"534",32,"30-39","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",40,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",11,"NAP","ROUTINE","REFUSED",13,12,"MARRIED","NAP","NAP","NAP","MOD. SATISFIED",3,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","LEO",-1,-2,11,13,40,NA,"Yes","No",0,1,-14.6363636363636,2,13
"535",73,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",5,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","EXCITING","$50000 TO 59999",98,98,"WIDOWED","YES","CLINTON","NAP","VERY SATISFIED",4,"NAP","NAP","VOTED","KEEPING HOUSE","SCORPIO",55000,-2,NA,NA,NA,NA,NA,NA,NA,NA,26.3636363636364,NA,13.2845659163987
"536",26,"18-29","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",51,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"UNDER $1 000","NAP","$40000 TO 49999",11,10,"MARRIED","YES","CLINTON","NAP","NAP",13,"HIGH SCHOOL","WORKING FULLTIME","VOTED","SCHOOL","CAPRICORN",45000,500,12,13,51,NA,"Yes","No",0,1,-20.6363636363636,1,13
"537",34,"30-39","High school",15,3,-1,"High school","More than 10",13,"Female",45,"Yahoo",6,"Yes","Yes","Yes","Yes",10,"PRETTY HAPPY","PRETTY HAPPY",16,"NAP","NAP","REFUSED",12,12,"MARRIED","YES","NAP","NAP","MOD. SATISFIED",3,"BACHELOR","WORKING FULLTIME","DONT KNOW/REMMBR","KEEPING HOUSE","ARIES",-1,-2,16,15,45,NA,"Yes","No",0,1,-12.6363636363636,-1,15
"538",72,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",7,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$12500 TO 14999",4,6,"DIVORCED","YES","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","AQUARIUS",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA,25.3636363636364,NA,13.2845659163987
"539",48,"40-49","High school",12,40,65,"High school","More than 10",55,"Female",-1,"Don't know",-1,"Yes","Yes","Yes","Yes",15,"NAP","PRETTY HAPPY",97,"$6 000 TO 6 999","EXCITING","$30000 TO 34999",12,12,"DIVORCED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",3,"NAP","NAP","REFUSED TO ANSWR","WORKING FULLTIME","AQUARIUS",32500,6500,NA,NA,NA,NA,NA,NA,NA,NA,1.36363636363637,NA,13.2845659163987
"540",32,"30-39","High school",13,2,22,"High school","4+ to 10 hours",5,"Female",60,"Lycos",-1,"Yes","Yes","Yes","Yes",3,"VERY HAPPY","VERY HAPPY",13,"$25000 TO 29999","ROUTINE","$90000 - $109999",12,12,"MARRIED","NAP","DOLE","STOP WORKING","VERY SATISFIED",2,"GRADUATE","WORKING FULLTIME","VOTED","WORKING PARTTIME","LIBRA",1e+05,27500,13,13,60,22,"Yes","No",0,1,-14.6363636363636,0,13
"541",61,"60-89","High school",11,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",9,"NAP","NAP","$22500 TO 24999",10,10,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",6,"LT HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","VIRGO",23750,-2,9,11,NA,NA,"No","No",0,0,14.3636363636364,2,11
"542",59,"50-59","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$22500 TO 24999","NAP","$50000 TO 59999",7,5,"MARRIED","YES","CLINTON","NAP",NA,5,"HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","GEMINI",55000,23750,12,12,NA,NA,"No","No",0,0,12.3636363636364,0,12
"543",76,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","ROUTINE","$12500 TO 14999",8,97,"DIVORCED","YES","CLINTON","NAP","NAP",6,"NAP","NAP","VOTED","RETIRED","SCORPIO",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA,29.3636363636364,NA,13.2845659163987
