"","age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb","ageC","educ.diff","wifeduc_comp"
"1172",59,"50-59","Bachelor",16,2,-1,"Junior college or more","4+ to 10 hours",6,"Female",50,"Yahoo",1,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",16,"NAP","EXCITING","$110000 OR OVER",16,16,"MARRIED","NO","DOLE","NAP","VERY SATISFIED",1,"BACHELOR","WORKING FULLTIME","VOTED","KEEPING HOUSE","CAPRICORN",110000,-2,16,16,50,NA,"Yes","No",0,1,12.3636363636364,0,16
"1173",46,"40-49","Bachelor",16,7,48,"Junior college or more","4+ to 10 hours",8,"Female",-1,"Lycos",3,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","NAP","$90000 - $109999",16,12,"SEPARATED","YES","DOLE","NAP","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",1e+05,45000,NA,NA,NA,NA,NA,NA,NA,NA,-0.636363636363633,NA,13.2845659163987
"1174",32,"30-39","Bachelor",16,0.333333333333333,45,"Junior college or more","One hour or less",0.333333333333333,"Female",50,"Not applicable",1,"Yes","Yes","Yes","No",0,"VERY HAPPY","PRETTY HAPPY",18,"$50000 TO 59999","NAP","$90000 - $109999",14,16,"MARRIED","YES","NAP","NAP","VERY SATISFIED",2,"GRADUATE","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",1e+05,55000,18,16,50,45,"Yes","Yes",1,1,-14.6363636363636,-2,16
"1175",27,"18-29","Bachelor",16,3,45,"Junior college or more","4+ to 10 hours",6,"Male",40,"Don't know",3,"Yes","Yes","Yes","Yes",3,"VERY HAPPY","VERY HAPPY",16,"$40000 TO 49999","ROUTINE","$60000 TO 74999",14,16,"MARRIED","YES","DOLE","STOP WORKING","VERY SATISFIED",3,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",67500,45000,16,16,45,40,"Yes","Yes",1,1,-19.6363636363636,0,16
"1176",35,"30-39","Bachelor",17,0.333333333333333,40,"Junior college or more","1+ to  4 hours",2.83333333333333,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",2.5,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","EXCITING","$40000 TO 49999",12,14,"NEVER MARRIED","NAP","NAP","CONTINUE WORKING","MOD. SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","GEMINI",45000,32500,NA,NA,NA,NA,NA,NA,NA,NA,-11.6363636363636,NA,13.2845659163987
"1177",29,"18-29","Bachelor",16,0,40,"Junior college or more","One hour or less",0.833333333333333,"Female",-1,"Not applicable",4,"Yes","No","Yes","Yes",0.833333333333333,"NAP","VERY HAPPY",97,"$10000 TO 12499","NAP","$10000 TO 12499",5,97,"DIVORCED","YES","NAP","NAP","VERY SATISFIED",10,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",11250,11250,NA,NA,NA,NA,NA,NA,NA,NA,-17.6363636363636,NA,13.2845659163987
"1178",50,"50-59","Bachelor",18,3,40,"Junior college or more","4+ to 10 hours",8,"Female",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",5,"NAP","VERY HAPPY",97,"$40000 TO 49999","NAP","$40000 TO 49999",12,9,"DIVORCED","NO","CLINTON","NAP","VERY SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA,3.36363636363637,NA,13.2845659163987
"1179",45,"40-49","Bachelor",16,15,42,"Junior college or more","More than 10",20,"Female",40,"Infoseek",0,"Yes","Yes","Yes","Yes",5,"VERY HAPPY","VERY HAPPY",16,"REFUSED","EXCITING","REFUSED",16,17,"MARRIED","DK",NA,"CONTINUE WORKING","VERY SATISFIED",2,"BACHELOR","WORKING FULLTIME","VOTED","WORKING PARTTIME","PISCES",-1,-1,16,16,40,42,"Yes","No",0,1,-1.63636363636363,0,16
"1180",48,"40-49","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Female",60,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"$35000 TO 39999","NAP","$110000 OR OVER",12,15,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",110000,37500,12,16,60,40,"Yes","Yes",1,1,1.36363636363637,4,16
"1181",27,"18-29","Bachelor",16,2,30,"Junior college or more","1+ to  4 hours",2,"Male",-1,"Not applicable",1,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","NAP","$17500 TO 19999",18,18,"NEVER MARRIED","YES","PEROT","NAP","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA,-19.6363636363636,NA,13.2845659163987
"1182",26,"18-29","Bachelor",16,0.0333333333333333,35,"Junior college or more","One hour or less",0.0333333333333333,"Female",-1,"Not applicable",99,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","ROUTINE","$17500 TO 19999",14,14,"NEVER MARRIED","NO","DOLE","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING PARTTIME","TAURUS",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA,-20.6363636363636,NA,13.2845659163987
"1183",44,"40-49","Bachelor",16,0,40,"Junior college or more","4+ to 10 hours",5,"Female",-1,"Yahoo",1,"Yes","No","Yes","Yes",5,"NAP","VERY HAPPY",97,"$17500 TO 19999","NAP","$35000 TO 39999",12,16,"NEVER MARRIED","YES","DOLE","NAP","A LITTLE DISSAT",3,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",37500,18750,NA,NA,NA,NA,NA,NA,NA,NA,-2.63636363636363,NA,13.2845659163987
"1184",26,"18-29","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Female",50,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",19,"$25000 TO 29999","NAP","$30000 TO 34999",18,12,"MARRIED","YES","NAP","NAP","VERY SATISFIED",1,"GRADUATE","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","TAURUS",32500,27500,19,16,50,40,"Yes","Yes",1,1,-20.6363636363636,-3,16
"1185",33,"30-39","Bachelor",16,4,25,"Junior college or more","4+ to 10 hours",7,"Female",-1,"Lycos",1,"Yes","Yes","Yes","Yes",3,"NAP","PRETTY HAPPY",97,"$8 000 TO 9 999","EXCITING","$8 000 TO 9 999",16,18,"NEVER MARRIED","YES","PEROT","STOP WORKING","VERY DISSATISFIED",4,"NAP","NAP","VOTED","WORKING PARTTIME","PISCES",9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,-13.6363636363636,NA,13.2845659163987
"1186",26,"18-29","Bachelor",19,4,22,"Junior college or more","More than 10",12,"Male",-1,"Yahoo",3,"Yes","Yes","Yes","Yes",8,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","NAP","$22500 TO 24999",14,20,"NEVER MARRIED","YES","DOLE","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING PARTTIME","CANCER",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA,-20.6363636363636,NA,13.2845659163987
"1187",48,"40-49","Bachelor",16,0.0833333333333333,40,"Junior college or more","One hour or less",0.583333333333333,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.5,"NAP","VERY HAPPY",97,"$75000 - $89999","EXCITING","$75000 TO $89999",12,11,"NEVER MARRIED","NAP","NAP","STOP WORKING","VERY DISSATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SCORPIO",82500,82500,NA,NA,NA,NA,NA,NA,NA,NA,1.36363636363637,NA,13.2845659163987
"1188",42,"40-49","Bachelor",16,2,40,"Junior college or more","1+ to  4 hours",3,"Female",40,"Yahoo",1,"Yes","Yes","Yes","Yes",1,"PRETTY HAPPY","VERY HAPPY",16,"$40000 TO 49999","NAP","$90000 - $109999",16,18,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",5,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","ARIES",1e+05,45000,16,16,40,40,"Yes","Yes",1,1,-4.63636363636363,0,16
"1189",35,"30-39","Bachelor",16,10,50,"Junior college or more","More than 10",12,"Female",40,"Yahoo",0,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",14,"$30000 TO 34999","EXCITING","$60000 TO 74999",12,16,"MARRIED","YES","PEROT","CONTINUE WORKING","MOD. SATISFIED",2,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",67500,32500,14,16,40,50,"Yes","Yes",1,1,-11.6363636363636,2,16
"1190",27,"18-29","Bachelor",17,10,65,"Junior college or more","More than 10",30,"Female",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",20,"NAP","VERY HAPPY",97,"$75000 - $89999","NAP","$75000 TO $89999",12,20,"NEVER MARRIED","DK","DOLE","NAP","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",82500,82500,NA,NA,NA,NA,NA,NA,NA,NA,-19.6363636363636,NA,13.2845659163987
"1191",30,"30-39","Bachelor",19,1,-1,"Junior college or more","4+ to 10 hours",9,"Female",50,"Yahoo",11,"Yes","Yes","Yes","Yes",8,"VERY HAPPY","PRETTY HAPPY",19,"NAP","NAP","$110000 OR OVER",14,14,"MARRIED","YES","DOLE","NAP","MOD. SATISFIED",2,"GRADUATE","WORKING FULLTIME","VOTED","KEEPING HOUSE","CANCER",110000,-2,19,19,50,NA,"Yes","No",0,1,-16.6363636363636,0,19
"1192",72,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","EXCITING","$110000 OR OVER",8,97,"MARRIED","NAP","DOLE","NAP","NAP",4,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","CANCER",110000,-2,16,12,NA,NA,"No","No",0,0,25.3636363636364,-4,12
"1193",43,"40-49","Bachelor",16,0.5,45,"Junior college or more","1+ to  4 hours",1.5,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","EXCITING","$30000 TO 34999",16,8,"NEVER MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CANCER",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA,-3.63636363636363,NA,13.2845659163987
"1194",48,"40-49","Bachelor",17,3,45,"Junior college or more","4+ to 10 hours",5.5,"Female",18,"Yahoo",-1,"Yes","Yes","Yes","Yes",2.5,"VERY HAPPY","PRETTY HAPPY",17,"$50000 TO 59999","ROUTINE","$60000 TO 74999",13,14,"MARRIED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",2,"BACHELOR","WORKING PARTTIME","VOTED","WORKING FULLTIME","AQUARIUS",67500,55000,17,17,18,45,"No","Yes",1,0,1.36363636363637,0,17
"1195",54,"50-59","Bachelor",17,2,40,"Junior college or more","More than 10",17,"Female",-1,"Altavista",-1,"Yes","Yes","Yes","Yes",15,"PRETTY HAPPY","PRETTY HAPPY",18,"$50000 TO 59999","ROUTINE","$75000 TO $89999",12,12,"MARRIED","NAP","CLINTON","STOP WORKING","MOD. SATISFIED",2,"GRADUATE","RETIRED","VOTED","WORKING FULLTIME","ARIES",82500,55000,18,17,NA,40,"No","Yes",1,0,7.36363636363637,-1,17
"1196",71,"60-89","Bachelor",16,10,5,"Junior college or more","More than 10",35,"Male",-1,"Lycos",-1,"Yes","Yes","Yes","Yes",25,"NAP","PRETTY HAPPY",97,"$110 000 OVER","EXCITING","$110000 OR OVER",16,14,"DIVORCED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING PARTTIME","AQUARIUS",110000,110000,NA,NA,NA,NA,NA,NA,NA,NA,24.3636363636364,NA,13.2845659163987
"1197",30,"30-39","Bachelor",16,-1,40,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","ROUTINE","$25000 TO 29999",16,18,"NEVER MARRIED","NO","CLINTON","STOP WORKING","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",27500,2000,NA,NA,NA,NA,NA,NA,NA,NA,-16.6363636363636,NA,13.2845659163987
"1198",30,"30-39","Bachelor",16,-1,45,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$35000 TO 39999","EXCITING","$35000 TO 39999",12,14,"NEVER MARRIED","NAP","PEROT","STOP WORKING","VERY SATISFIED",0,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",37500,37500,NA,NA,NA,NA,NA,NA,NA,NA,-16.6363636363636,NA,13.2845659163987
"1199",33,"30-39","Bachelor",16,1,-1,"Junior college or more","One hour or less",1,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","No",0,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$5 000 TO 5 999",12,97,"NEVER MARRIED","NAP","CLINTON","NAP","NAP",3,"NAP","NAP","VOTED","OTHER","CAPRICORN",5500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-13.6363636363636,NA,13.2845659163987
"1200",26,"18-29","Bachelor",17,5,45,"Junior college or more","More than 10",40,"Male",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",35,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","NAP","$75000 TO $89999",12,12,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","GEMINI",82500,45000,NA,NA,NA,NA,NA,NA,NA,NA,-20.6363636363636,NA,13.2845659163987
"1201",80,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Male",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",13,"NAP","NAP","REFUSED",12,16,"MARRIED","YES","CLINTON","NAP","NAP",1,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","CAPRICORN",-1,-2,16,13,NA,NA,"No","No",0,0,33.3636363636364,-3,13
"1202",42,"40-49","Bachelor",16,2,45,"Junior college or more","1+ to  4 hours",4,"Male",45,"Lycos",2,"Yes","Yes","Yes","Yes",2,"PRETTY HAPPY","PRETTY HAPPY",12,"$90000- $109999","ROUTINE","$110000 OR OVER",16,16,"MARRIED","NO","CLINTON","CONTINUE WORKING","MOD. SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","ARIES",110000,1e+05,16,12,45,45,"Yes","Yes",1,1,-4.63636363636363,-4,12
"1203",67,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$12500 TO 14999",6,97,"DIVORCED","YES","NAP","NAP","NAP",2,"NAP","NAP","INELIGIBLE","RETIRED","LIBRA",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA,20.3636363636364,NA,13.2845659163987
"1204",52,"50-59","Bachelor",16,3,-1,"Junior college or more","4+ to 10 hours",5,"Female",-1,"MSN",1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$60000 TO 74999","NAP","$60000 TO 74999",12,13,"DIVORCED","NO","CLINTON","NAP","VERY SATISFIED",4,"NAP","NAP","VOTED","UNEMPL, LAID OFF","VIRGO",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA,5.36363636363637,NA,13.2845659163987
"1205",31,"30-39","Bachelor",16,0,35,"Junior college or more","One hour or less",0.166666666666667,"Female",-1,"Yahoo",2,"Yes","No","Yes","Yes",0.166666666666667,"NAP","PRETTY HAPPY",97,"$4 000 TO 4 999","ROUTINE","$8 000 TO 9 999",16,14,"DIVORCED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING PARTTIME","SAGITTARIUS",9000,4500,NA,NA,NA,NA,NA,NA,NA,NA,-15.6363636363636,NA,13.2845659163987
"1206",26,"18-29","Bachelor",15,-1,35,"Junior college or more","Not Internet user",-1,"Male",40,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",15,"$10000 TO 12499","NAP","$25000 TO 29999",20,17,"MARRIED","NO","NAP","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING PARTTIME","DID NOT VOTE","WORKING PARTTIME","LEO",27500,11250,15,15,35,40,"No","No",0,0,-20.6363636363636,0,15
"1207",44,"40-49","Bachelor",14,7,80,"Junior college or more","4+ to 10 hours",10,"Male",-1,"Not applicable",4,"Yes","Yes","Yes","Yes",3,"NAP","VERY HAPPY",97,"$8 000 TO 9 999","EXCITING","$10000 TO 12499",0,12,"DIVORCED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",5,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","ARIES",11250,9000,NA,NA,NA,NA,NA,NA,NA,NA,-2.63636363636363,NA,13.2845659163987
"1208",72,"60-89","Bachelor",16,-1,-1,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$60000 TO 74999",11,11,"WIDOWED","NAP","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","GEMINI",67500,-2,NA,NA,NA,NA,NA,NA,NA,NA,25.3636363636364,NA,13.2845659163987
"1209",59,"50-59","Bachelor",16,4,50,"Junior college or more","4+ to 10 hours",10,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",6,"VERY HAPPY","PRETTY HAPPY",18,"$110 000 OVER","EXCITING","$110000 OR OVER",14,16,"MARRIED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",2,"GRADUATE","KEEPING HOUSE","VOTED","WORKING FULLTIME","ARIES",110000,110000,16,18,50,NA,"Yes","No",0,1,12.3636363636364,2,18
"1210",54,"50-59","Bachelor",16,1,40,"Junior college or more","One hour or less",1,"Female",40,"Not applicable",-1,"Yes","Yes","Yes","No",0,"VERY HAPPY","VERY HAPPY",18,"NAP","ROUTINE","$75000 TO $89999",14,13,"MARRIED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",3,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",82500,-2,18,16,40,40,"Yes","Yes",1,1,7.36363636363637,-2,16
"1211",48,"40-49","Bachelor",16,10,40,"Junior college or more","More than 10",12,"Female",55,"Infoseek",99,"Yes","Yes","Yes","Yes",2,"NOT TOO HAPPY","PRETTY HAPPY",18,"DK","ROUTINE","$75000 TO $89999",98,12,"MARRIED","YES","PEROT","CONTINUE WORKING","A LITTLE DISSAT",4,"GRADUATE","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",82500,-2,18,16,55,40,"Yes","Yes",1,1,1.36363636363637,-2,16
"1212",38,"30-39","Bachelor",17,1,40,"Junior college or more","4+ to 10 hours",5,"Male",-1,"Yahoo",0,"Yes","Yes","Yes","Yes",4,"NAP","PRETTY HAPPY",97,"$50000 TO 59999","NAP","$50000 TO 59999",12,97,"DIVORCED","YES","CLINTON","NAP","MOD. SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",55000,55000,NA,NA,NA,NA,NA,NA,NA,NA,-8.63636363636363,NA,13.2845659163987
"1213",42,"40-49","Bachelor",16,2,20,"Junior college or more","1+ to  4 hours",2.5,"Female",40,"Google",2,"Yes","Yes","Yes","Yes",0.5,"VERY HAPPY","VERY HAPPY",16,"REFUSED","EXCITING","REFUSED",16,18,"MARRIED","YES","DOLE","CONTINUE WORKING","VERY SATISFIED",1,"BACHELOR","WORKING FULLTIME","VOTED","WORKING PARTTIME","CANCER",-1,-1,16,16,40,20,"Yes","No",0,1,-4.63636363636363,0,16
"1214",39,"30-39","Bachelor",17,8,40,"Junior college or more","More than 10",18,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",10,"NAP","VERY HAPPY",97,"NAP","EXCITING","REFUSED",12,8,"NEVER MARRIED","NO","CLINTON","STOP WORKING","MOD. SATISFIED",8,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,-7.63636363636363,NA,13.2845659163987
"1215",64,"60-89","Bachelor",16,1,40,"Junior college or more","1+ to  4 hours",2,"Female",-1,"Yahoo",3,"Yes","Yes","Yes","Yes",1,"NAP","VERY HAPPY",97,"$25000 TO 29999","ROUTINE","$35000 TO 39999",13,13,"WIDOWED","YES","DOLE","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",37500,27500,NA,NA,NA,NA,NA,NA,NA,NA,17.3636363636364,NA,13.2845659163987
"1216",39,"30-39","Bachelor",16,10,40,"Junior college or more","More than 10",12,"Female",-1,"Yahoo",0,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","NAP","$30000 TO 34999",16,18,"DIVORCED","NO","CLINTON","NAP","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",32500,16250,NA,NA,NA,NA,NA,NA,NA,NA,-7.63636363636363,NA,13.2845659163987
"1217",40,"40-49","Bachelor",16,-1,85,"Junior college or more","Not Internet user",-1,"Female",-1,"Not applicable",3,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$25000 TO 29999","ROUTINE","$35000 TO 39999",97,12,"NEVER MARRIED","YES","CLINTON","CONTINUE WORKING","A LITTLE DISSAT",6,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",37500,27500,NA,NA,NA,NA,NA,NA,NA,NA,-6.63636363636363,NA,13.2845659163987
"1218",26,"18-29","Bachelor",16,1.5,40,"Junior college or more","4+ to 10 hours",8.5,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",7,"NAP","VERY HAPPY",97,"$30000 TO 34999","ROUTINE","$50000 TO 59999",12,14,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","PISCES",55000,32500,NA,NA,NA,NA,NA,NA,NA,NA,-20.6363636363636,NA,13.2845659163987
"1219",34,"30-39","Bachelor",16,3,40,"Junior college or more","1+ to  4 hours",3,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","No",0,"VERY HAPPY","VERY HAPPY",12,"$40000 TO 49999","EXCITING","$60000 TO 74999",12,12,"MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",2,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","AQUARIUS",67500,45000,12,16,NA,40,"No","Yes",1,0,-12.6363636363636,4,16
"1220",36,"30-39","Bachelor",17,0.583333333333333,72,"Junior college or more","1+ to  4 hours",1.5,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.916666666666667,"VERY HAPPY","VERY HAPPY",16,"$25000 TO 29999","EXCITING","$25000 TO 29999",7,5,"MARRIED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",2,"BACHELOR","KEEPING HOUSE","VOTED","WORKING FULLTIME","CAPRICORN",27500,27500,17,16,72,NA,"Yes","No",0,1,-10.6363636363636,-1,16
"1221",73,"60-89","Bachelor",16,2,-1,"Junior college or more","1+ to  4 hours",4,"Male",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",16,"$1 000 TO 2 999","NAP","$25000 TO 29999",8,8,"MARRIED","YES","CLINTON","NAP","NAP",7,"BACHELOR","KEEPING HOUSE","VOTED","RETIRED","GEMINI",27500,2000,16,16,NA,NA,"No","No",0,0,26.3636363636364,0,16
"1222",30,"30-39","Bachelor",16,2,70,"Junior college or more","4+ to 10 hours",7,"Male",-1,"AOL",-1,"Yes","Yes","Yes","Yes",5,"VERY HAPPY","PRETTY HAPPY",14,"$90000- $109999","EXCITING","$90000 - $109999",97,97,"MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",3,"JUNIOR COLLEGE","KEEPING HOUSE","VOTED","WORKING FULLTIME","LEO",1e+05,1e+05,16,14,70,NA,"Yes","No",0,1,-16.6363636363636,-2,14
"1223",35,"30-39","Bachelor",16,10,40,"Junior college or more","More than 10",20,"Female",50,"Yahoo",3,"Yes","Yes","Yes","Yes",10,"VERY HAPPY","VERY HAPPY",16,"$35000 TO 39999","EXCITING","$90000 - $109999",14,16,"MARRIED","DK","NAP","CONTINUE WORKING","MOD. SATISFIED",3,"BACHELOR","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CANCER",1e+05,37500,16,16,50,40,"Yes","Yes",1,1,-11.6363636363636,0,16
"1224",47,"40-49","Bachelor",17,3,40,"Junior college or more","4+ to 10 hours",9,"Male",-1,"MSN",-1,"Yes","Yes","Yes","Yes",6,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","ROUTINE","$60000 TO 74999",13,12,"NEVER MARRIED","NAP","CLINTON","STOP WORKING","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",67500,45000,NA,NA,NA,NA,NA,NA,NA,NA,0.363636363636367,NA,13.2845659163987
"1225",45,"40-49","Bachelor",16,1,45,"Junior college or more","4+ to 10 hours",6,"Male",60,"Excite",-1,"Yes","Yes","Yes","Yes",5,"PRETTY HAPPY","PRETTY HAPPY",16,"$60000 TO 74999","EXCITING","$90000 - $109999",12,97,"MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",3,"BACHELOR","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",1e+05,67500,16,16,45,60,"Yes","Yes",1,1,-1.63636363636363,0,16
"1226",50,"50-59","Bachelor",16,1,50,"Junior college or more","1+ to  4 hours",1.75,"Male",-1,"Not available",10,"Yes","Yes","Yes","Yes",0.75,"NAP","VERY HAPPY",97,"REFUSED","EXCITING","REFUSED",12,10,"DIVORCED","NO","OTHER (SPECIFY)","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,3.36363636363637,NA,13.2845659163987
"1227",39,"30-39","Bachelor",16,10,70,"Junior college or more","More than 10",11,"Male",32,"Yahoo",99,"Yes","Yes","Yes","Yes",1,"VERY HAPPY","VERY HAPPY",12,"UNDER $1 000","NAP","$1 000 TO 2 999",16,16,"MARRIED","NO","CLINTON","NAP","MOD. SATISFIED",1,"HIGH SCHOOL","WORKING PARTTIME","VOTED","WORKING FULLTIME","VIRGO",2000,500,16,12,70,32,"Yes","No",0,1,-7.63636363636363,-4,12
